id,Espécie,Nome Popular,Sinonímia,Gênero,Família,Bioma,Formação Vegetal,Fitofisionomias,Presença nos estados,Período de coleta de sementes,Beneficiamento de sementes,Porcentagem de germinação,Substrato da muda,Desenvolvimento da muda no viveiro,Número de sementes/kg,Armazenamento,Semeadura,Nível de sombreamento da muda no viveiro,Tolerância a Sombra,Estratégia ecológica de ocupação,Desenvolvimento da muda no campo,Recomendação de adubação no plantio no campo,Porte da planta,Período de floração,Período de frutificação,Uso Econômico,Caducifolia,Polinização,Dispersão
750,Vitex megapotamica,Tarumã|Tarumã-preto,Vitex bignonioides|Vitex megapotamica|Vitex montevidensis,Vitex,Lamiaceae,pampa,florestal|savanica,floresta estacional|mata ciliar|restinga|vegetacao savanoide,ba|es|go|mg|ms|mt|pb|pe|pi|pr|rj|rs|sc|sp,,"Frutos colhidos diretamente da árvore ou quando iniciar a queda. Lavar em água corrente, esfregando sobre peneira",1.0,,1.0,,,,,,diversidade,,,arvore,all: (out-nov),all: (fev-abr),latex|madeireiro|medicinal|oleaginoso,1.0,insetos,zoocoria
751,Vitex polygama,Tarumã-do-cerrado|Maria-preta|Marianeira|Velame-do-campo|Tarumã|Tarumã-tuíra|Mameira|Mariá-preto,Vitex polygama|Vitex polygama,Vitex,Lamiaceae,cerrado|mata atlantica,florestal|savanica,cerrado tipico|cerradao|floresta estacional semidecidual|floresta ombrofila densa|mata ciliar|mata de galeria|restinga arborea/arbustiva,ba|df|go|ma|mg|ms|pa|rj|ro|sc,cerrado: (nov-abr); mata atlantica: (jan-abr),"Colher os frutos diretamente da árvore quando iniciarem a queda espontânea. Em seguida, deixá-los amontoados durante alguns dias em saco plástico para iniciar a decomposição da polpa e facilitar a despolpa em água corrente com peneira.",1.0,t3,1.0,1.85,Tempo indeterminado em câmara fria.,1.0,1.0,2.0,diversidade,1.0,p2,arvore,cerrado: (set-nov); mata atlantica: (out-nov),cerrado: (nov-abr); mata atlantica: (jan-dez) (nov-abr),alimenticio|forrageiro|madeireiro|melifero|ornamental,1.0,abelhas|vespas,zoocoria
752,Vochysia divergens,Cambará|Camará,,Vochysia,Vochysiaceae,pantanal,florestal,mata riparia|mata semidecidua,go|ms|mt,pantanal: (out-jan),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida, deixá-los ao sol até completar a abertura e a liberação das sementes (Lorenzi, 1998b).",2.0,t4,,19.5,,1.0,3.0,0.0,recobrimento,,p4,arvore,pantanal: (ago-nov),pantanal: (set-mar),artesanal|fibra|madeireiro|medicinal|melifero|ornamental,0.0,abelhas,anemocoria
753,Vochysia elliptica,Pau-doce,Vitex polygama|Vitex polygama,Vochysia,Vochysiaceae,cerrado,campestre|savanica,campo rupestre|campo sujo|cerrado rupestre|cerrado tipico|parque de cerrado,ba|df|go|mg|pe|rj,cerrado: (set-dez),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida deixá-los ao sol até completarem a abertura e liberação das sementes, após esse procedimento colocar sementes para germinação.",3.0,t1,0.0,5.6,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,3.0,0.0,diversidade,0.0,p2,arvore,cerrado: (ago-set),cerrado: (set-dez),,0.0,abelhas|beija-flores|borboletas,anemocoria
754,Vochysia maxima,Quaruba|Quaruba-verdadeira|Quaruba-cedro,,Vochysia,Vochysiaceae,amazonia,florestal|savanica,campinarana|terra firme,ac|ap|mt|pa|rr|to,all: (mar-jul),Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida deixá-los em local arejado para completar a abertura e liberação das sementes. Retirar manualmente os aparatos de voo antes da semeadura.,4.0,s1,1.0,23.25,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,1.0,2.0,diversidade,,s01,arvore,all: (nov-mar),all: (jan-jul),madeireiro|ornamental,0.0,beija-flores,anemocoria
755,Vochysia pyramidalis,Gomeira-de-macaco,,Vochysia,Vochysiaceae,cerrado,florestal,cerradao|mata de galeria,ba|ce|df|go|mg|mt,cerrado: (abr-mar),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida deixá-los ao sol até completarem a abertura e liberação das sementes, após esse procedimento colocar sementes para germinação.",3.0,t1,0.0,5.2,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,3.0,1.0,diversidade,0.0,p2,arvore,cerrado: (ago-out),cerrado: (dez-mar),,0.0,abelhas|beija-flores|borboletas,anemocoria
756,Vochysia rufa,Pau-doce,,Vochysia,Vochysiaceae,cerrado,campestre|florestal|savanica,campo sujo|cerrado tipico|cerradao|mata de galeria,df|go|mg|mt|sp,cerrado: (set-out),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida deixá-los ao sol até completarem a abertura e liberação das sementes, após esse procedimento colocar sementes para germinação.",3.0,t1,0.0,5.6,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,3.0,0.0,diversidade,0.0,p2,arvore,cerrado: (mar-jun),cerrado: (abr-out),,0.0,abelhas|beija-flores|borboletas,anemocoria
757,Vochysia surinamensis,Quaruba-rosa|Guaruba|Guaruba-cedro,,Vochysia,Vochysiaceae,amazonia,florestal,mata de varzea|terra firme,ac|ap|ma|mt|pa|rr,all: (out-nov),Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida deixá-los em local arejado para completar a abertura e liberação das sementes. Retirar manualmente os aparatos de voo antes da semeadura.,3.0,s1,1.0,,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,1.0,2.0,diversidade,,s01,arvore,all: (mai-jun),all: (out-nov),madeireiro,0.0,beija-flores,anemocoria
758,Vochysia thyrsoidea,Gomeira|Goma-arábica|Árvore-de-goma-arábica|Gomeiro-de-minas|Pau-d'água|Pau-de-vinho|Vinheiro-do-campo|Árvore-do-vinho|Goma-arábica-da-lagoa-santa|Casca-doce|Pau-de-goma,,Vochysia,Vochysiaceae,cerrado,campestre|florestal|savanica,campo sujo|cerrado tipico|cerradao|parque de cerrado,ba|ce|df|go|mg|sp,cerrado: (abr-jun),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida deixá-los ao sol até completarem a abertura e liberação das sementes, após esse procedimento colocar sementes para germinação.",3.0,t1,0.0,5.6,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,3.0,0.0,diversidade,0.0,p2,arvore,cerrado: (out-fev),cerrado: (nov-jun),,0.0,abelhas|beija-flores|borboletas,anemocoria
759,Vochysia tucanorum,Fruta-de-tucano|Cambará|Caxuta|Cinzeiro|Guaricica|Pau De Tucano|Tucaneira,,Vochysia,Vochysiaceae,cerrado|mata atlantica,florestal|savanica,floresta ombrofila densa|mata ciliar|mata de galeria|vereda,ba|df|go|mg|mt|pr|rj|sc|sp,cerrado: (jul-fev); mata atlantica: (mar-set),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida deixá-los ao sol até completarem a abertura e liberação das sementes, após esse procedimento colocar sementes para germinação.",3.0,t3,0.0,39.8,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,1.0,0.0,diversidade,0.0,p3,arvore,cerrado: (nov-jan); mata atlantica: (nov-jan),cerrado: (jul-fev); mata atlantica: (fev-mar) (jul-fev),,0.0,abelhas|beija-flores|borboletas,anemocoria
760,Vouacapoua americana,Acapu|Acapu-preto|Ritangueira|Angelim-da-folha-grande|Angelim|Pitangeira E Teça-brasileira,,Vouacapoua,Fabaceae,amazonia,florestal,mata ciliar|terra firme,ap|ma|pa,all: (out-nov),Os frutos devem ser colhidos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida devem ser postos para secar à sombra para completar a abertura e a liberação de sementes.,4.0,s1,1.0,0.032,,2.0,1.0,1.0,diversidade,,s01,arvore,all: (mar-abr),all: (out-nov),artesanal|madeireiro|medicinal,0.0,abelhas|mariposas,zoocoria
761,Ximenia americana,Limão-bravo|Limãozinho,Amyris arborescens|Heymassoli inermis|Heymassoli spinosa|Pimecaria odorata|Ximenia aculeata|Ximenia americana|Ximenia americana|Ximenia arborescens|Tussac ex|Ximenia elliptica|Ximenia fluminensis|Ximenia inermis|Ximenia montana|Ximenia multiflora|Ximenia oblonga|Ximenia spinosa|Ximenia verrucosa,Ximenia,Olacaceae,pantanal,campestre|florestal|savanica,campo nao inundavel|cerrado tipico|cerradao|mata semidecidua,ac|al|ba|ce|df|es|go|ma|mg|ms|mt|pa|pb|pe|pi|pr|rj|rn|ro|sc|se|sp|to,pantanal: (nov-jan),"Os frutos podem ser colhidos diretamente na copa da planta. A casca do fruto é uma película fina, facilmente retirada, quando o fruto está maduro apresentando coloração amarela (Silva et al., 2008).",,t1,,,,1.0,1.0,0.0,diversidade,,,arbusto,pantanal: (ago-out),pantanal: (out-dez),alimenticio|medicinal|oleaginoso|tanifero|toxico para animais,0.0,abelhas,zoocoria
762,Xylopia aromatica,Pimenta-de-macaco|Imbiriba|Envireira|Begerecum|Imbiriba E Pimentinha|Pimenta-de-bugre|Envira-preta|Pindaíba|Pachinhos|Pimenta|Pimenta-de-gentio|Pimenta-de-macaco|Pimenta-de-negro|Pimenteira|Pindaíba-do-campo|Envireira|Pindaíva|Bananinha|Cedro-do-campo|Pimenteira|Pindaíba-do-cerrado,Uvaria aromatica|Xylopia grandiflora,Xylopia,Annonaceae,amazonia|cerrado|mata atlantica|pantanal,florestal|savanica,cerrado rupestre|cerrado tipico|cerradao|floresta estacional decidual|mata seca|mata seca (decidua)|mata de galeria|parque de cerrado|savana|vereda,ac|am|ap|ba|ce|df|es|go|ma|mg|ms|mt|pa|pi|pr|ro|sp,cerrado: (abr-jul); mata atlantica: (abr-jul); pantanal:,Os frutos devem ser colhidos diretamente da árvore. Em seguida deixar os frutos em saco plástico para amolecer e facilitar a retirada manual das sementes com o auxílio de peneira e água corrente. Após esses procedimentos colocar as sementes para secagem à sombra.,2.0,t3,0.0,16.0,Tempo indeterminado em câmara fria.,1.0,3.0,0.0,diversidade,1.0,p3,arvore,cerrado: (mai-dez); mata atlantica: (set-nov) (mai-dez); pantanal:,cerrado: (abr-jul); mata atlantica: (jun-abr) (abr-jul); pantanal:,alimenticio|artesanal|aromatico|condimento|cosmetico|forrageiro|fibra|madeireiro|medicinal|oleaginoso|ornamental,0.0,besouros,zoocoria
763,Xylopia emarginata,Pindaíba-preta|Envira-folha-fina,,Xylopia,Annonaceae,amazonia|cerrado,florestal|savanica,campinarana|mata ciliar|mata de galeria,am|ap|ba|df|go|mg|ms|mt|pa|pi|ro|sp,cerrado: (jun-nov),Os frutos devem ser colhidos diretamente da árvore. Em seguida deixar os frutos em saco plástico para amolecer e facilitar a retirada manual das sementes com o auxílio de peneira e água corrente. Após esses procedimentos colocar as sementes para secagem à sombra.,1.0,t4,1.0,12.3,Tempo indeterminado em câmara fria.,1.0,1.0,2.0,diversidade,1.0,p4,arvore,cerrado: (dez-mai),cerrado: (jun-nov),,0.0,besouros,zoocoria
764,Xylopia frutescens,Embira|Embiriba|Embiribinha|Envira|Envirira,,Xylopia,Annonaceae,mata atlantica,florestal,floresta estacional decidual|floresta estacional semidecidual|floresta ombrofila densa,am|ap|ba|ce|es|go|ma|mg|mt|pa|pe|pi|rj|ro|rr,mata atlantica: (jul-set),Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida levá-los ao sol para completar sua abertura e liberação das sementes.,2.0,ga,1.0,21.0,,1.0,,1.0,diversidade,,,arbusto,mata atlantica: (out-dez),mata atlantica: (jul-jul),madeireiro|oleaginoso,0.0,besouros,zoocoria
765,Xylopia sericea,Pindaíba-vermelha,Xylopia intermedia,Xylopia,Annonaceae,cerrado,florestal|savanica,cerrado tipico|cerradao|mata seca|mata de galeria,am|ba|ce|df|es|go|ma|mg|mt|pa|pe|pi|pr|rj|ro|rr|sp,cerrado: (set-out),Os frutos devem ser colhidos diretamente da árvore. Em seguida deixar os frutos em saco plástico para amolecer e facilitar a retirada manual das sementes com o auxílio de peneira e água corrente. Após esses procedimentos comolar as sementes para secagem à sombra.,1.0,t3,1.0,14.0,Tempo indeterminado em câmara fria.,1.0,1.0,2.0,diversidade,1.0,p3,arvore,cerrado: (nov-ago),cerrado: (ago-out),aromatico|condimento|fibra|ornamental,0.0,besouros,zoocoria
766,Xylosma pseudosalzmanii,Sucará,,Xylosma,Salicaceae,pampa,florestal|savanica,floresta estacional|mata ciliar|restinga|vegetacao savanoide,pr|rs|sc|sp,,,,,,,,,,2.0,diversidade,,,arvore,,,,,insetos,zoocoria
767,Xylosma schroederi,Sucará,,Xylosma,Salicaceae,pampa,florestal|savanica,floresta estacional|vegetacao savanoide,,,,,,,,,,,,diversidade,,,arvore,,,,,insetos,zoocoria
768,Xylosma tweediana,Sucará,Hisingera tweediana|Myroxylon warburgii|Xylosma grayi|Xylosma warburgii|Myroxylon tweedianum,Xylosma,Salicaceae,pampa,florestal|savanica,floresta estacional|restinga|vegetacao savanoide,rs|sc|sp,,,,,,,,,,,diversidade,,,arvore,,,,,insetos,zoocoria
769,Xyris longiscapa,Sempre-viva,,Xyris,Xyridaceae,cerrado,campestre|savanica,campo limpo|campo rupestre|cerrado rupestre,mg,cerrado: (dez-jul),"Colher as ""espigas"" diretamente na planta quando começarem a secar. Bater as espigas em um pano para liberação das pequenas sementes.",4.0,,,,,1.0,,,,,,erva,cerrado: (dez-jun),cerrado: (dez-jul),,0.0,abelhas|dipteros,autocoria
770,Xyris platystachya,Cabeça-de-negro|Sempre-viva,,Xyris,Xyridaceae,cerrado,campestre|savanica,campo limpo|palmeiral|vereda,mg|mt,cerrado: (abr-jun),"Colher as ""espigas"" diretamente na planta quando começarem a secar. Bater as espigas em um pano para liberação das pequenas sementes.",4.0,,,,,1.0,,,,,,erva,cerrado: (mar-mai),cerrado: (abr-jun),,0.0,abelhas|dipteros,autocoria
771,Xyris trachyphylla,Sempre-viva,Xyris asperata|Xyris montivaga|Xyris montivaga,Xyris,Xyridaceae,cerrado,campestre,campo limpo|campo rupestre,ba|mg|rj|sp,cerrado: (jun-jul),"Colher as ""espigas"" diretamente na planta quando começarem a secar. Bater as espigas em um pano para liberação das pequenas sementes.",2.0,,,,,1.0,,,,,,erva,cerrado: (jan-mai),cerrado: (jun-jul),,0.0,abelhas|dipteros,autocoria
772,Zanthoxylum caribaeum,Cera-cozida|Laranjeira-brava|Mamiqueira|Mamiqueira-fedorenta,Zanthoxylum rugosum|Fagara chiloperone|Fagara elephantiasis|Zanthoxylum chiloperone|Zanthoxylum chiloperone|Zanthoxylum elephantiasis|Fagara caribaea,Zanthoxylum,Rutaceae,pantanal,florestal,mata riparia|mata semidecidua,ac|al|am|ap|ba|ce|df|es|go|ma|mg|ms|mt|pa|pe|pi|pr|rj|rn|ro|rr|rs|sc|se|sp,pantanal: (out-jan),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida, deixá-los ao sol para completarem a abertura e a liberação das sementes (Lorenzi, 1998a).",1.0,t3,0.0,78.0,,1.0,1.0,0.0,diversidade,1.0,,arvore,pantanal: (jun-set),pantanal: (out-jan),aromatico|cortica|madeireiro|melifero|ornamental|repelente,1.0,abelhas,zoocoria
773,Zanthoxylum fagara,Mamica-de-cadela|Coentrilho,Schinus fagara|Fagara culantrillo|Fagara hyemalis|Fagara lentiscifolia|Fagara peckoltiana|Fagara pterota|Xanthoxylum pterotum|Zanthoxylum culantrillo|Zanthoxylum hyemale|Zanthoxylum peckoltianum|Zanthoxylum praecox|Zanthoxylum pterota|Fagara fagara|Fagaras fagara|Pterota fagara,Zanthoxylum,Rutaceae,pampa,florestal,floresta estacional|mata ciliar|restinga,ba|es|mg|ms|mt|pb|pr|rj|ro|rr|rs|sc|sp,,Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Deixar secar ao sol para a liberação das sementes.,,,,39.0,,1.0,,0.0,recobrimento,1.0,,arvore,all: (ago-nov),all: (jan-mar),aromatico|latex|madeireiro|medicinal|oleaginoso,,abelhas,zoocoria
774,Zanthoxylum rhoifolium,Mamica-de-porca|Tamanqueira|Espinho-de-vintém|No AC E AL: Limãozinho|AP: Tamanqueira|No AM: Carne-de-anta|Limãozinho|Tamanqueira|Na BA: Espinho-de-vintém|Tamanqueira|No CE: Laranjinha|Limãozinho|Em GO: Maminha-de-porca|Em MT: Maminha-de-porca|Laranjeira|Em MG: Arruda|Espinheiro|Espinho-de-vintém|Laranjeira|Laranjeira-do-mato|Mamica-de-cadela|Mamica-de-porca|Tinguaciba|No PA: Tamanqueira|Tamanqueira-de-espinho|No PR: Coentrilho|Coentro|Juva|Juveva|Juvevê|Mimica-de-cadela|Mamica-de-porca|Tambetaruga E Tinguaciba|No RS|Mamica-de-cadela.,Fagara acutifolia|Fagara astrigera|Fagara obscura|Fagara pubescens|Fagara regnelliana|Fagara rhoifolia|Fagara rhoifolia|Fagara rhoifolia|Fagara rhoifolia|Fagara ruiziana|Klotzsch ex|Langsdorfia instrumentaria|Pohlana instrumentaria|Pohlana langsdorfii|Zanthoxylum acutifolium|Zanthoxylum acutifolium|Zanthoxylum astrigerum|Zanthoxylum langsdorfii|Zanthoxylum obscurum|Zanthoxylum peltophorum|Zanthoxylum perrottetii|Zanthoxylum pubescens|Zanthoxylum regnellianum|Zanthoxylum rhoifolium|Zanthoxylum rhoifolium|Zanthoxylum rhoifolium|Zanthoxylum rhoifolium|Zanthoxylum rhoifolium|Zanthoxylum rhoifolium|Zanthoxylum ruizianum|Klotzsch ex|Zanthoxylum sorbifolium|Fagara rhoifolia,Zanthoxylum,Rutaceae,amazonia|cerrado|pampa,florestal|savanica,cerrado tipico|cerradao|floresta estacional|mata ciliar|mata seca|mata de galeria|restinga|terra firme|vegetacao savanoide,ac|al|am|ap|ba|ce|df|es|go|ma|mg|ms|mt|pa|pb|pe|pi|pr|rj|rn|ro|rr|rs|sc|se|sp|to,cerrado: (mar-abr),Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida levá-los ao sol para completar abertura e a liberação das sementes.,1.0,t3,1.0,65.901,Tempo indeterminado em câmara fria.,1.0,1.0,2.0,recobrimento,1.0,p3,arvore,cerrado: (ago-fev); pampa: (out-nov),cerrado: (fev-abr); pampa: (mar-jun),forrageiro|madeireiro|medicinal,1.0,abelhas,zoocoria
775,Zanthoxylum riedelianum,Maminha-de-porca|Mamicão|Equimane,Fagara cinerea|Fagara duckei|Fagara latespinosa|Fagara prancei|Fagara williamii|Zanthoxylum cinereum|Zanthoxylum cuiabense|Zanthoxylum duckei|Zanthoxylum latespinosum|Zanthoxylum prancei|Zanthoxylum williamii|Fagara riedeliana,Zanthoxylum,Rutaceae,amazonia|cerrado|mata atlantica,florestal,floresta estacional semidecidual|floresta ombrofila densa|mata ciliar|mata seca|mata de galeria|terra firme,ac|am|df|go|mg|ms|mt|pa|pr|ro|sp|to,cerrado: (set-out); mata atlantica: (out-dez),Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida levá-los ao sol para completar abertura e a liberação das sementes.,1.0,t3,1.0,50.0,Tempo indeterminado em câmara fria.,1.0,1.0,1.0,diversidade,1.0,p3,arvore,cerrado: (jun-jul); mata atlantica: (mai-jul),cerrado: (ago-out); mata atlantica: (jul-out),,1.0,abelhas,zoocoria
776,Zanthoxylum rigidum,Maminha-de-porca|Mamica-de-porca|Maminha,Fagara hassleriana|Zanthoxylum hasslerianum|Zanthoxylum velutinum|Fagara rigida,Zanthoxylum,Rutaceae,pantanal,campestre|florestal|savanica,campo inundavel|campo nao inundavel|cerrado tipico|cerradao|mata semidecidua,mg|ms|mt,pantanal: (out-dez),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida, levá-los ao sol para completar a abertura e a liberação das sementes. Não há necessidade de retirar a pequena porção de polpa que recobre parcialmente a base da sem",1.0,t3,,,,1.0,1.0,0.0,diversidade,,,arvore,pantanal: (abr-jun),pantanal: (ago-nov),aromatico|forrageiro|fibra|madeireiro|medicinal|melifero|ornamental,1.0,abelhas|insetos pequenos,zoocoria
777,Zeyheria montana,Bolsa-de-pastor|Mandioquinha Do Campo,Bignonia digitalis|Jacaranda quinquefolia|Spathodea montana|Zeyheria digitalis|Zeyheria velloziana,Zeyheria,Bignoniaceae,cerrado,campestre|savanica,campo limpo|campo sujo|cerrado tipico|parque de cerrado,ba|df|go|mg|ms|mt|sp|to,cerrado: (mai-set),"Colheita e abertura manual dos frutos. Observar que os frutos devem estar secos e ainda fechados, ou começando a abrir ainda com sementes dentro.",3.0,t1,0.0,18.5,,1.0,1.0,0.0,diversidade,0.0,p2,arbusto,cerrado: (mai-jul),cerrado: (mai-set),,0.0,beija-flores,anemocoria
778,Zeyheria tuberculosa,Pau-jangada|Buxo De Boi|Culhões De Bode|Ipê Branco|Ipê Felpudo|Ipê Tabaco,Bignonia tuberculosa|Jacaranda tuberculosa|Zeyheria kuntzei,Zeyheria,Bignoniaceae,cerrado,florestal,mata seca,al|ba|ce|es|go|ma|mg|ms|pb|pe|pi|rj|rn|sp,cerrado: (jun-set),"Coletar os frutos e colocar para secar à sombra, para perda do excesso de umidade. Posteriormente, devem ser colocados ao sol por cerca de 3 dias até sua abertura completa.",3.0,t3,1.0,15.0,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,2.0,1.0,1.0,diversidade,1.0,p3,liana,cerrado: (nov-abr),cerrado: (jun-set),artesanal|forrageiro|madeireiro,1.0,beija-flores,anemocoria
